Time [Sec],Mass 24,Mass 31,Mass 43,Mass 44,Mass 47,Mass 55,Mass 63,Mass 66,Mass 88,Mass 138,Mass 208,Mass 238,Dist,adj dist
2807.112,422186.44,666302.94,14782.25,231673.63,23,49,49,42,9045.91,476.06,13,1,5504.1,13875.9
2808.119,444256,644790.94,14442.79,227057.2,26,25,48,44,9179.53,503.07,7,0,5506.1,13873.9
2809.126,527604.94,665501.88,14775.2,233633.25,35,29,36,45,9332.25,555.08,2,2,5508.1,13871.9
2810.133,438380.63,656784.63,14377.32,229610.28,30,33,57,56,9407.62,478.06,6,2,5510.1,13869.9
2811.139,420726.5,657755.5,14466.96,229183.16,22,30,50,58,9466.89,503.07,0,2,5512.0,13868.0
2812.146,481274.75,658382.38,14262.51,223456.56,27,42,58.01,36,9603.57,522.07,7,0,5514.0,13866.0
2813.153,473370.41,663417.25,14596.97,234930.84,23,51,38,42,9636.73,533.08,6,2,5516.0,13864.0
2814.16,446585.75,685141.94,14987.78,235437.5,23,31,51,40,9622.69,596.09,4,1,5518.0,13862.0
2815.167,457678.44,696425.5,15048.23,236852.91,44,42,61,33,9712.11,556.08,3,2,5519.9,13860.1
2816.174,441348.19,657379.94,14978.71,233074.13,30,34,62.01,42,9768.39,615.1,4,5,5521.9,13858.1
2817.181,472150.28,694415.56,15114.73,232039.59,23,42,37,41,9856.83,552.08,8,2,5523.9,13856.1
2818.187,475459.75,684817.13,15199.39,242436.22,26,45,66.01,45,9947.28,536.08,4,0,5525.9,13854.1
2819.194,462623.69,662226.44,14617.05,237836.19,70.02,30,53,44,10238.82,539.08,5,0,5527.8,13852.2
2820.201,455073.47,712665.13,15308.17,238065.91,68.02,41,42,25,9846.79,566.09,5,0,5529.8,13850.2
2821.208,470158.88,720219.81,14820.58,239526.73,111.07,50,48,41,10179.5,580.09,11,1,5531.8,13848.2
2822.215,523254.81,685398.94,15044.21,238859.75,38,38,69.01,54,10045.78,580.09,4,3,5533.8,13846.2
2823.222,461863.09,715464.75,14989.79,241781.86,29,33,29,40,9708.11,584.09,8,0,5535.7,13844.3
2824.229,413859.25,681525.44,15108.7,240615.34,36,46,59,61,10402.64,585.09,5,2,5537.7,13842.3
2825.235,463823.81,695850.19,15583.33,243319.8,40,35,41,52,10166.41,549.08,10,2,5539.7,13840.3
2826.242,410661.72,691774.63,15593.38,248248.34,24,50,51,62,10318.22,544.08,8,0,5541.7,13838.3
2827.249,417174.06,683587.63,16011.71,251790.94,34,34,44,60,10203.61,550.08,7,1,5543.6,13836.4
2828.256,443022.94,729450.75,16051.96,245698.28,31,46,70.01,63.01,10375.5,620.1,7,1,5545.6,13834.4
2829.263,442218.06,684227.44,15774.84,245926.16,19,46,45,47,10191.53,563.08,7,1,5547.6,13832.4
2830.27,411883.66,666489.13,15720.37,245691.39,26,38,33,39,10025.72,575.09,8,1,5549.5,13830.5
2831.276,399281.06,691500.25,15794.95,240441.22,26,39,43,60,9856.82,515.07,7,0,5551.5,13828.5
2832.283,414230.13,662928,15764.72,247710.94,29,39,50,49,10208.63,648.11,5,0,5553.5,13826.5
2833.29,419855.09,703057.13,15424.07,245457.36,21,42,38,48,9909.08,622.1,3,0,5555.5,13824.5
2834.297,434533.56,695120.44,16013.65,248443.31,30,41,56,62,10497.14,619.1,2,2,5557.4,13822.6
2835.304,436544.81,702640.25,15794.99,242633.28,23,40,40,63.01,9874.93,591.09,5,1,5559.4,13820.6
2836.311,418718.22,675753,15250.75,242552.66,36,31,53,49,10026.68,615.1,5,2,5561.4,13818.6
2837.318,425490.13,681839.69,16064.09,250198.33,29,23,52,45,10065.88,611.1,4,4,5563.4,13816.6
2838.324,417415.69,690700.19,15801.99,253324.31,40,29,53,57,10285.02,633.11,11,2,5565.3,13814.7
2839.331,434059.5,744910.81,15486.62,247679.25,32,32,48,41,10029.74,619.1,6,8,5567.3,13812.7
2840.338,416548.94,688180.81,15281.99,247118.41,28,43,80.01,51,10172.43,655.11,9,1,5569.3,13810.7
2841.345,437768.5,677789.88,15411,246628.02,30,44,52,64.01,10154.34,614.1,2,1,5571.3,13808.7
2842.352,425593.66,707258.63,15501.65,243815.22,25,30,37,52,9841.75,631.11,6,0,5573.2,13806.8
2843.359,411042.94,672979.81,15361.57,246280.63,27,30,55,45,10360.43,693.13,5,1,5575.2,13804.8
2844.366,410470.75,695924.56,15579.25,237782.81,31,52,44,42,10161.38,635.11,4,0,5577.2,13802.8
2845.372,401813.19,655758,15192.3,236535.13,61.01,32,45,46,10212.64,652.11,4,1,5579.2,13800.8
2846.379,410437.16,685801.63,15718.32,238299.45,37,40,44,76.01,10249.84,625.1,8,0,5581.1,13798.9
2847.386,415201.94,677606.63,15526.87,245124.13,40.01,37,49,48,9950.29,668.12,4,1,5583.1,13796.9
2848.393,404155.22,665096.63,15622.69,249454.22,27,37,56,56,10654,621.1,4,3,5585.1,13794.9
2849.4,418367.38,709181.75,15502.65,249908.34,28,40,51,56,10417.73,630.11,5,1,5587.1,13792.9
2850.407,433998.75,735958.25,16085.23,255333.83,34,38,56,55,10365.45,604.1,6,1,5589.0,13791.0
2851.414,405771.5,730973.56,16493.52,259840.28,36,40,65.01,55,10190.55,651.11,6,2,5591.0,13789.0
2852.42,421452.78,738625.75,16342.32,261093.28,29,31,33,44,10179.48,582.09,3,1,5593.0,13787.0
2853.427,393237.72,719711.25,16070.12,257232.97,47.01,39,47,54,10333.28,644.11,8,1,5595.0,13785.0
2854.434,502318.69,760654.31,16259.71,260741.31,28,36,46,38,10505.21,643.11,7,3,5596.9,13783.1
2855.441,452484.75,724440.63,17057.19,266862.94,30,38,43,48,10263.91,582.09,3,1,5598.9,13781.1
2856.448,387722.13,675160.63,15717.31,252468.22,44,27,35,46,9618.63,645.11,3,1,5600.9,13779.1
2857.455,404871.13,669792.56,15553.04,247777.75,25,31,41,47,9887.98,597.09,3,1,5602.9,13777.1
2858.461,402956.56,671391,15746.54,244177.03,38,46,44,50,9600.55,603.1,5,0,5604.8,13775.2
2859.468,385524.72,658495.81,15285.02,251197.31,25,67.01,58,52,9697.06,586.09,9,0,5606.8,13773.2
2860.475,386472.53,673938.75,15626.62,242890.5,26,26,40,54,9495.05,591.09,7,1,5608.8,13771.2
2861.482,384481.56,657802.81,15356.6,243695.84,28,47,65.01,37,9527.19,565.08,6,2,5610.7,13769.3
2862.489,381321.09,654336.13,15305.15,240464.33,34,32,48,36,9630.74,619.1,6,2,5612.7,13767.3
2863.496,415671.13,691671.31,15268.89,242351.53,40,28,43,50,9699.04,608.1,4,3,5614.7,13765.3
2864.503,413470.25,670455.25,15234.62,242710.31,26,39,58,57,9645.77,636.11,2,0,5616.7,13763.3
2865.509,425169.38,680216.13,15639.73,245240.66,27,33,37,39,9629.7,629.1,2,2,5618.6,13761.4
2866.516,406646.97,651898.31,15455.32,238533.08,29,42,41,37,9233.78,552.08,1,1,5620.6,13759.4
2867.523,421195.75,660629.75,15572.2,242614.53,25,46,39,53,9725.16,599.09,11,1,5622.6,13757.4
2868.53,390406.63,688014.81,15668.95,249990.73,34,38,58,54,9754.3,633.11,5,3,5624.6,13755.4
2869.537,409919.84,679981.63,15488.55,246615.78,31,30,45,56,10178.46,666.12,2,3,5626.5,13753.5
2870.544,380151.38,694209.63,15332.38,247068.03,33,41,45,46,9938.24,691.13,8,0,5628.5,13751.5
2871.551,392498.06,680624.25,15423.04,249997.95,21,32,40,90.02,9522.17,607.1,6,1,5630.5,13749.5
2872.557,384718,674258.5,15737.57,245528.56,33,27,45,45,9674.94,642.11,3,2,5632.5,13747.5
2873.564,407094.47,668125.75,15354.52,247903.05,35,40,42,49,9908.08,700.13,7,1,5634.4,13745.6
2874.571,396382.56,702122.19,16094.29,253408.02,19,28,99.02,47,9917.12,719.14,7,1,5636.4,13743.6
2875.578,407436.88,665395.5,15724.39,249269.16,29,24,53,57,9887,604.1,6,0,5638.4,13741.6
2876.585,419153.88,687808.69,15993.53,245919,21,39,73.01,57,9819.65,650.11,1,3,5640.4,13739.6
2877.592,414774.19,651933.75,15291.05,243677.59,36,27,43,49,9918.13,678.12,4,2,5642.3,13737.7
2878.599,428493.34,694985.75,15729.41,241246.89,30,27,37,40,9477.95,641.11,7,0,5644.3,13735.7
2879.605,396805.19,660829,15248.72,239854.91,34,36,46,47,9890.01,630.1,5,2,5646.3,13733.7
2880.612,396329.56,666849,15111.68,241017.31,37,27,51,41,10114.15,686.12,5,2,5648.3,13731.7
2881.619,425310.63,682992.69,16111.43,251507.03,31,22,43,44,10049.81,753.15,6,1,5650.2,13729.8
2882.626,406028.31,680763,15459.34,246803.98,41,21,65.01,36,9623.67,701.13,3,3,5652.2,13727.8
2883.633,416852.06,677913,15339.41,246063.63,46.01,33,53,40,9796.53,744.15,7,5,5654.2,13725.8
2884.64,404799.13,722873.38,15616.57,252914.97,30,37,54,51,10319.2,718.14,4,1,5656.2,13723.8
2885.646,412907.5,688037.56,15891.71,248738.09,29,36,41,58,9946.33,720.14,5,0,5658.1,13721.9
2886.653,414750.19,681073.63,15793.94,246362.2,43,28,53,36,9896.04,790.17,4,0,5660.1,13719.9
2887.66,416037.44,674419.94,15102.65,244985.22,40,32,47,33,9672.91,721.14,9,4,5662.1,13717.9
2888.667,429081.06,680307,16401.88,254329.97,30,37,66.01,43,9871.9,748.15,6,1,5664.1,13715.9
2889.674,413348.25,715593.94,16085.21,253929.59,34,32,69.01,70.01,9860.84,674.12,3,1,5666.0,13714.0
2890.681,407290.06,691386.94,15836.26,249947.91,32,39,41,62.01,9788.48,684.12,8,1,5668.0,13712.0
2891.688,427483.63,701376.31,16296.92,244349.22,28,50,56,44,9913.12,641.11,7,1,5670.0,13710.0
2892.694,426091.81,713793.88,16115.46,251119.88,44.01,23,43,51,9749.3,658.11,6,0,5671.9,13708.1
2893.701,398196.81,690151.81,15918.92,259140.22,26,40,55,59,9752.32,650.11,4,1,5673.9,13706.1
2894.708,479067.13,690649.75,15556.18,247379.69,29,23,61,42,9624.74,650.11,1,1,5675.9,13704.1
2895.715,457880.84,713655.63,15459.34,247128.38,36,40,59,39,9600.55,643.11,7,2,5677.9,13702.1
2896.722,424109.13,707584.19,15751.67,256732.44,33,47,55,53,9842.78,647.11,5,0,5679.8,13700.2
2897.729,403097.41,691758.5,15922.01,249436.94,26,44,28,59,9960.35,625.1,7,2,5681.8,13698.2
2898.736,391217.5,693575.63,15190.33,247852.22,37,35,38,53,9018.78,586.09,5,1,5683.8,13696.2
2899.742,422485.59,665737.88,15138.89,241635.16,24,27,53,41,9611.62,605.1,3,1,5685.8,13694.2
2900.749,415401.13,653883.38,14924.32,242378.39,31,35,56,35,9760.34,577.09,3,1,5687.7,13692.3
2901.756,425865.31,676106.06,15394.85,242271.81,25,35,58,44,10154.35,599.1,9,1,5689.7,13690.3
2902.763,442005.66,682929.56,15442.19,243782.28,31,32,34,31,9812.6,534.08,4,1,5691.7,13688.3
2903.77,441666.5,680217.63,15745.56,241684.47,36,35,49,51,10063.89,587.09,5,2,5693.7,13686.3
2904.777,443920.81,709583.25,15892.74,250137.83,36,34,37,43,9820.66,593.09,1,1,5695.6,13684.4
2905.784,429247.56,673322.88,15496.64,241085.77,28,24,44,69.01,10092.02,621.11,4,0,5697.6,13682.4
2906.79,448529.53,674943.38,15207.43,241607.03,36,23,51,38,9851.8,585.09,2,2,5699.6,13680.4
2907.797,448456,683413.44,15421.04,243327.58,30,23,45,45,9720.14,540.08,8,2,5701.6,13678.4
2908.804,419189.97,713411.75,15517.77,250255.75,35,42,63.01,50,10142.28,587.09,17,1,5703.5,13676.5
2909.811,456824.91,693552.06,15607.46,248518,37,35,40,42,9614.62,632.11,8,3,5705.5,13674.5
2910.818,428067,693711.81,15616.55,244464.78,32,36,64.01,49,9685.98,594.09,4,0,5707.5,13672.5
2911.825,419157.81,693795.13,15501.68,246026.47,32,33,43,39,9741.26,657.11,8,0,5709.5,13670.5
2912.831,442650.63,705704,15437.2,250899.56,31,35,35,55,9854.83,584.09,8,3,5711.4,13668.6
2913.838,414085.13,712727.69,15700.18,249895.03,30,28,74.01,56,10030.71,676.12,5,1,5713.4,13666.6
2914.845,426404.91,696737.25,15491.62,244346.86,35,41,47,37,9737.22,601.1,4,0,5715.4,13664.6
2915.852,415831,711516.75,15625.62,244727.84,30,31,48,44,9469.92,584.09,11,0,5717.4,13662.6
2916.859,413636.84,681473,15286,242273.05,22,43,61,49,9945.3,603.1,7,0,5719.3,13660.7
2917.866,432856.44,677759.75,15235.65,246899.28,29,39,56,54,10026.71,702.13,2,1,5721.3,13658.7
2918.873,405163.91,671564.63,15695.28,241632.81,28,38,33,38,9843.76,692.13,6,2,5723.3,13656.7
2919.879,385812.69,658190.56,15265.86,240818.39,24,34,42,48,10159.38,657.11,6,1,5725.3,13654.7
2920.886,408824.25,647784.63,15211.44,240038.83,21,26,58,51,10047.8,701.13,5,1,5727.2,13652.8
2921.893,413363.81,664342.63,15333.36,239961.41,37,43,46,48,9897.03,669.12,5,0,5729.2,13650.8
2922.9,391261.88,678571.31,15657.85,239556.75,29,30,53,46,9997.54,721.14,8,1,5731.2,13648.8
2923.907,408360.81,662812.75,15060.31,249810.28,26,25,41,43,10466.99,717.14,6,3,5733.2,13646.8
2924.914,390160.06,658103.94,15171.13,242010.72,23,53,56,41,10292.06,816.18,5,2,5735.1,13644.9
2925.921,416512.84,674350.06,14882.01,241884.86,23,39,51,31,9959.37,756.15,1,1,5737.1,13642.9
2926.927,425284.06,659899.81,14699.65,242790.52,37,64.01,38,54,10485.08,811.17,4,1,5739.1,13640.9
2927.934,402147.59,655737,14790.35,237762.14,37,37,42,49,10180.48,847.19,1,2,5741.0,13639.0
2928.941,432782.53,668196.88,14947.52,245857.88,34,40,42,42,10767.62,846.19,5,4,5743.0,13637.0
2929.948,420810.31,660117.5,15063.33,242308.75,25,41,59,52,10648.97,888.21,2,1,5745.0,13635.0
2930.955,387698.94,655721,14953.51,235395.98,23,57,56,45,10671.08,1092.32,9,1,5747.0,13633.0
2931.962,416689.38,679534.25,14846.76,236215.59,31,32,30,47,11278.56,1078.31,6,2,5748.9,13631.1
2932.969,429097.13,656479.44,14658.36,226148.72,26,37,40,48,10969.74,1167.36,4,0,5750.9,13629.1
2933.975,415434.31,643875.44,14584.88,232935.84,43.01,29,51,60,11129.66,1235.4,7,0,5752.9,13627.1
2934.982,427383.53,649277.81,14641.23,228539.59,33,32,28,48,10871.19,1095.32,5,0,5754.9,13625.1
2935.989,427769.53,640633.06,14893.09,231916.09,25,33,48,48,10984.84,1187.37,6,0,5756.8,13623.2
2936.996,403785.81,643390,14419.66,231443.66,32,47,55,48,10818.9,1213.39,7,0,5758.8,13621.2
2938.003,413984.25,650603.38,14689.57,237967.31,21,29,56,50,11149.75,1279.43,7,4,5760.8,13619.2
2939.01,427436.16,659816.06,14998.85,238864.92,28,42,66.01,48,10910.42,1245.41,7,1,5762.8,13617.2
2940.016,405547.72,733682.5,15013.96,246773.25,29,35,63.01,57,11157.79,1261.42,5,3,5764.7,13615.3
2941.023,400100.16,687898.25,15159.06,238118.22,35,47,55,41,10934.54,1213.39,6,0,5766.7,13613.3
2942.03,414944.78,648700.38,15237.64,238010.44,45.01,36,135.04,61,10799.79,1163.36,0,1,5768.7,13611.3
2943.037,406640.09,656431.94,14874.98,240865.03,29,37,56,45,10749.51,1128.34,7,1,5770.7,13609.3
2944.044,405121.69,650768.25,14728.9,232020.22,27,34,163.06,49,10718.34,1119.33,5,1,5772.6,13607.4
2945.051,402828.44,679432.31,14639.22,234773.59,32,43,79.01,46,11004.93,1085.31,3,1,5774.6,13605.4
2946.058,414245.5,665960.63,14687.58,234828.33,20,33,54,45,11139.69,1087.31,6,0,5776.6,13603.4
2947.064,408174.25,685583.44,14581.79,229924.27,29,31,63.01,49,11109.54,1178.37,7,2,5778.6,13601.4
2948.071,444382.78,670911.31,14715.76,234624.14,26,44,62.01,52,10683.21,1045.29,4,1,5780.5,13599.5
2949.078,399507.38,690551.31,14621.11,233264.53,21,33,44,39,10574.59,1037.29,4,2,5782.5,13597.5
2950.085,428238.5,661007.88,15068.39,234218.02,29,35,43,35,10685.16,988.26,5,1,5784.5,13595.5
2951.092,416548.13,659860.81,15135.9,234097.28,32,37,39,49,10952.65,1026.28,6,2,5786.5,13593.5
2952.099,405504.06,676469.19,15580.25,243416.63,29,38,56,49,10737.45,1019.27,13,0,5788.4,13591.6
2953.106,393728.31,665719.5,15501.7,250276.28,59.01,92.01,66.01,63.01,11118.57,1045.29,4,0,5790.4,13589.6
2954.112,424811.44,706410.63,15277.05,244595.25,34,30,68.01,55,10523.29,1059.3,6,6,5792.4,13587.6
2955.119,417154.94,677996.81,15413.1,242332.97,31,25,50,38,10730.41,968.25,2,1,5794.4,13585.6
2956.126,409390.19,661822.88,15199.38,237285.13,32,32,65.01,35,10282.02,969.25,11,2,5796.3,13583.7
2957.133,407816.94,656350.63,15024.07,241302.84,33,40,60,73.01,10410.72,985.26,7,1,5798.3,13581.7
2958.14,396613.88,687566.13,15365.61,244763.84,26,30,49,41,10240.82,871.2,5,1,5800.3,13579.7
2959.147,407566.19,706180.19,15521.8,246798.41,20,46,143.05,29,10433.81,918.22,8,1,5802.2,13577.8
2960.154,432027.94,690068.13,16273.72,244228.22,27,35,57,47,10200.59,889.21,6,3,5804.2,13575.8
2961.16,399309.44,700368.19,16094.47,252851.06,29,31,50,44,10561.49,802.17,5,0,5806.2,13573.8
2962.167,422086.03,699376.88,15655.87,248732.39,24,42,60,35,10485.09,796.17,6,0,5808.2,13571.8
2963.174,418340.31,661519.75,14977.7,241228.91,42,28,37,46,10103.07,855.19,6,0,5810.1,13569.9
2964.181,419355.09,674786.88,15461.35,241968.31,36,30,44,39,9717.13,703.13,3,2,5812.1,13567.9
2965.188,394338.38,652384.69,15247.74,243661.06,29,34,45,46,9777.46,700.13,4,4,5814.1,13565.9
2966.195,411623.5,663938.75,15999.58,246229.38,28,37,48,56,9981.46,716.14,10,1,5816.1,13563.9
2967.201,412759.88,674894.56,15939.05,253653.41,17,53,67.01,35,10566.52,758.15,2,1,5818.0,13562.0
2968.208,403695.78,682291.25,15734.52,252828.94,31,30,43,46,10382.62,737.14,13,2,5820.0,13560.0
2969.215,407882.72,676348.88,15753.59,250061.78,21,34,41,33,10174.48,690.13,5,1,5822.0,13558.0
2970.222,410045.16,664054.38,15508.7,244862.28,23,33,28,49,9895.02,645.11,11,1,5824.0,13556.0
2971.229,400596.63,684430.5,15153,245016.78,32,38,176.07,63.01,10251.84,696.13,3,2,5825.9,13554.1
2972.236,406747.44,685269.81,15642.73,250932.55,30,30,53,37,10584.62,825.18,9,1,5827.9,13552.1
2973.243,427274.13,683105.44,15472.42,242968.09,21,40,55,48,10222.71,761.15,11,3,5829.9,13550.1
2974.249,431517.91,687412.44,15544.03,247725.39,25,40,56,49,10521.27,695.13,5,3,5831.9,13548.1
2975.256,404956.84,712996.38,15806.06,245710.13,47.01,24,60,42,10276.98,757.15,4,2,5833.8,13546.2
2976.263,396741.72,677070.56,15560.15,241206.19,27,33,44,45,10344.37,707.13,7,1,5835.8,13544.2
2977.27,426711.5,664144.5,15490.59,241538.03,34,37,26,46,10601.75,721.14,1,1,5837.8,13542.2
2978.277,416898.5,679528.5,15390.81,243718.06,28,43,51,39,10699.25,773.16,5,1,5839.8,13540.2
2979.284,424119.19,677108.63,15751.66,238905.22,31,28,64.01,47,10418.73,801.17,9,0,5841.7,13538.3
2980.291,478065.31,700231,15754.6,249813.8,36,34,66.01,34,10773.64,769.16,3,3,5843.7,13536.3
2981.297,433807.44,708490.44,15553.04,246080.63,38,36,51,46,10689.2,796.17,8,0,5845.7,13534.3
2982.304,454245.31,680922.88,15363.63,242584.45,33,29,33,37,10391.59,736.14,5,0,5847.7,13532.3
2983.311,427610.91,678515.63,14955.52,235409.44,28,36,37,33,10141.31,701.13,5,2,5849.6,13530.4
2984.318,412636.44,674395.25,15074.42,245579.8,32,36,59.01,38,10015.64,704.13,5,2,5851.6,13528.4
2985.325,392620.06,672211.25,15181.24,247285.05,27,45,54,44,10073.93,735.14,8,1,5853.6,13526.4
2986.332,405936,667457.63,15336.39,247359.81,28,34,54,46,10355.39,741.15,6,1,5855.6,13524.4
2987.339,440973.44,699510.88,15124.82,242878.34,20,36,32,44,10012.62,695.13,10,1,5857.5,13522.5
2988.345,426447.88,694019.63,15474.43,243385.75,35,32,36,42,10213.64,626.1,6,2,5859.5,13520.5
2989.352,395137.44,684840.38,15601.44,246336.81,47.01,21,40,41,10052.82,624.1,6,1,5861.5,13518.5
2990.359,431308.25,689080.75,16008.6,251027.67,39,43,50,37,10136.26,600.1,6,3,5863.4,13516.6
2991.366,430563.13,678586.63,15347.49,249158.06,30,43,58,74.01,9819.64,623.1,11,0,5865.4,13514.6
2992.373,438238.78,702048.88,15663.9,249669.13,32,29,44,45,9700.04,640.11,3,2,5867.4,13512.6
2993.38,432679.38,678309.94,15497.63,245305.47,30,31,48,50,9939.24,607.1,11,7,5869.4,13510.6
2994.386,466164.31,690378.81,15748.57,254408.63,23,39,38,42,9953.32,592.09,2,1,5871.3,13508.7
2995.393,453507.69,680567.31,15907.81,242910.28,26,41,36,43,9534.22,603.1,4,3,5873.3,13506.7
2996.4,417855.78,683561.88,14984.8,241340.56,39,32,50,59,9449.82,609.1,5,3,5875.3,13504.7
2997.407,424262.56,673931.25,15706.23,242842.81,21,38,66.01,34,9603.56,575.09,7,1,5877.3,13502.7
2998.414,419496.31,681551.94,15768.71,251838.22,25,44,172.08,49,9558.34,640.11,4,3,5879.2,13500.8
2999.421,422385.72,697984.5,15575.21,254126.67,23,44,59,42,9356.38,551.08,4,2,5881.2,13498.8
3000.428,448263.31,690943.69,15336.38,248041.22,19,44,60,37,9157.44,599.09,8,1,5883.2,13496.8
3001.434,411839.81,686750.38,15759.73,248960.44,28,46,46,42,10054.83,629.1,9,0,5885.2,13494.8
3002.441,412219,699930.94,15403.89,248010.42,28,46,55,45,9395.56,558.08,3,3,5887.1,13492.9
3003.448,435870.03,691507.38,15331.4,252010.94,27,31,57,44,9511.11,634.11,3,1,5889.1,13490.9
3004.455,413779.31,680408.88,15436.14,243314.61,33,28,42,41,9440.78,593.09,5,4,5891.1,13488.9
3005.462,417361.63,669286.63,15328.34,242557.28,27,29,37,42,9619.67,546.08,9,0,5893.1,13486.9
3006.469,408705.03,715841.13,16160.81,248094.92,27,44,94.02,49,9582.47,571.09,3,0,5895.0,13485.0
3007.476,410899.31,706663.69,15579.29,245720.17,40.01,40,45,60,9601.56,596.09,4,2,5897.0,13483.0
3008.482,438846.94,714843,16727.46,255543.69,41,35,48,48,9880.95,549.08,1,0,5899.0,13481.0
3009.489,457416.25,709093.25,15727.4,252980.48,35,31,39,50,9756.36,549.08,2,2,5901.0,13479.0
3010.496,443271.53,681594.13,16082.25,255234.66,32,37,42,45,9885.97,556.08,5,1,5902.9,13477.1
3011.503,418235.41,679272.25,15250.79,244697.98,30,34,46,54,10094.03,549.08,6,0,5904.9,13475.1
3012.51,430756.94,775878.5,15469.43,251095.22,24,43,40,52,9946.27,611.1,9,2,5906.9,13473.1
3013.517,424663.25,673572.75,15753.67,252823.34,21,61.01,68.01,71.01,10045.79,582.09,11,4,5908.9,13471.1
3014.524,448870.38,715296.88,15715.39,252329.81,26,40,58,50,9537.24,520.07,4,3,5910.8,13469.2
3015.53,442901.5,731293.25,15590.37,246504.59,20,39,29,51,9632.7,525.07,5,0,5912.8,13467.2
3016.537,403643.94,693871,15354.52,246135.78,28,38,58,46,9469.93,560.08,5,3,5914.8,13465.2
3017.544,443617.47,679762.13,14564.69,235792.28,23,38,50,42,9586.49,525.07,10,0,5916.8,13463.2
3018.551,417016.81,691365.75,15372.68,247909.16,54.01,31,54,46,9777.44,565.08,5,5,5918.7,13461.3
3019.558,428967.5,696193.56,16178.99,253668.48,28,41,59,36,9960.36,585.09,5,1,5920.7,13459.3
3020.565,419533.69,696461.13,15453.27,245690.17,36,30,32,38,9840.74,497.07,4,0,5922.7,13457.3
3021.571,443717.44,671559.94,15107.66,247621.5,20,28,40,39,9834.71,543.08,5,0,5924.6,13455.4
3022.578,437839.19,706357.44,15589.33,251143.16,29,27,31,36,9907.12,541.08,2,1,5926.6,13453.4
3023.585,456220.72,687004.31,15238.66,236644.66,36,41,18,51,9738.23,529.07,1,0,5928.6,13451.4
3024.592,441618,690017.44,14420.64,223747.36,31,34,23,46,8833.95,495.06,1,0,5930.6,13449.4
3025.599,424712.16,618942.5,13247.61,197520.31,28,28,19,27,7992.32,517.07,1,0,5932.5,13447.5
3026.606,375649.59,595062.19,12511.95,185353.41,33,32,7,44,6981.46,373.04,1,1,5934.5,13445.5
3027.613,323486.69,513548.75,11219.29,178849.38,29,22,13,32,6450.68,383.04,3,1,5936.5,13443.5
3028.619,242860.19,419646,8436.74,140872.02,30,20,12,29,5338.3,299.02,3,0,5938.5,13441.5
3029.626,220576.08,374724.94,7822.22,115942.59,24,28,11,25,4158.43,218.01,1,0,5940.4,13439.6
3030.633,180483.19,328186.41,6252.74,99422.19,23,23,6,21,3850.79,216.01,4,0,5942.4,13437.6
3031.64,176315.73,295058.38,5981.9,96066.19,17,21,9,29,3654.43,180.01,0,1,5944.4,13435.6
3032.647,151436.67,262103,5468.47,83338.59,21,24,6,30,3259.73,181.01,1,0,5946.4,13433.6
3033.654,146849.72,230400.2,4541.13,70385.47,16,19,8,17,2569.69,133,1,0,5948.3,13431.7
3034.661,112213.77,193975.42,3978.95,60267.17,16,23,8,14,2327.39,135,1,1,5950.3,13429.7
3035.667,99485.55,181074.31,3382.85,56528.96,26,30,9,18,2133.17,110,4,0,5952.3,13427.7
3036.674,87460.22,161300.11,3095.39,49009.72,10,19,19,8,1790.83,93,0,1,5954.3,13425.7
3037.681,72747.19,137303.5,2585.67,39773.91,26,18,17,16,1478.56,94,4,0,5956.2,13423.8
3038.688,60853.81,118358.53,1985.98,33479.46,8,27,39,16,1250.4,114,6,3,5958.2,13421.8
3039.695,53393.58,117265.81,2005,36345.01,20,20,36,9,1387.5,96,4,2,5960.2,13419.8
3040.702,64977.05,127308.31,2347.38,38175.97,8,19,33,17,1562.63,123,11,1,5962.2,13417.8
3041.709,69321.56,143072.89,2981.23,52307.79,11,28,43,13,2044.08,148.01,1,1,5964.1,13415.9
3042.715,90831.44,167322.5,3243.63,53504.91,19,33,62.01,21,2498.6,265.02,5,2,5966.1,13413.9
3043.722,135057.06,252640.06,5421.35,88100.63,25,31,63.01,12,4092.31,338.03,3,2,5968.1,13411.9
3044.729,175913.5,285683,5674.01,89186.97,13,21,50,13,3723.55,248.02,2,3,5970.1,13409.9
3045.736,175000.69,299075.56,5867.59,98342.84,19,28,55,21,3667.44,293.02,5,1,5972.0,13408.0
3046.743,189634.66,309617.75,6536.63,109191.52,16,31,77.01,25,4605.43,345.03,7,1,5974.0,13406.0
3047.75,225185.31,367611.91,7627.52,129451.26,86.02,34,116.02,36,5378.4,429.05,4,2,5976.0,13404.0
3048.756,320742.81,458248.63,9319.67,135859.78,29,39,67.01,42,5628.11,500.07,4,1,5978.0,13402.0
3049.763,294444.5,478046.25,8992.19,148748.22,27,46,45,27,6388.44,487.06,3,0,5979.9,13400.1
3050.77,322610.28,546398.5,10437.09,169411.86,38,41,48,38,7005.55,507.07,3,2,5981.9,13398.1
3051.777,321855.44,553508.38,10560.75,172919,30,28,45,36,7290.6,524.07,7,2,5983.9,13396.1
3052.784,329124.44,535708.13,10948.8,179697.13,30,37,44,37,7473.3,664.12,6,4,5985.9,13394.1
3053.791,369203.38,570352.06,11956.56,190963.08,40,39,69.01,39,8286.55,667.12,8,0,5987.8,13392.2
