Time [Sec],Mass 24,Mass 31,Mass 43,Mass 44,Mass 47,Mass 55,Mass 63,Mass 66,Mass 88,Mass 138,Mass 208,Mass 238,Dist,adj dist
313.14,316532.19,586085.38,12939.63,201224.41,36,32,35,31,13537.77,1875.93,4,3,614.0,18766.0
314.147,316933.66,538433.13,12647.79,199583.72,24,33,50,43,13424.06,1796.85,3,0,616.0,18764.0
315.154,424443.31,560483.31,12922.49,203107.09,21,37,96.02,43,13944.63,1835.89,3,0,617.9,18762.1
316.161,326857.41,543570.75,12523.98,198110.98,12,35,29,39,12870.29,1782.84,7,1,619.9,18760.1
317.168,321186.59,540330.94,12520.96,198973.59,22,29,40,61.01,13749.25,1927.98,3,3,621.9,18758.1
318.174,320784.31,550669.38,12162.77,193793.16,13,29,23,43,13324.31,1895.95,5,5,623.9,18756.1
319.181,337700.75,555004.38,13505.35,205424.25,24,33,31,35,13628.4,1996.06,7,1,625.8,18754.2
320.188,327909.34,557654,12816.8,200473.56,35,37,91.02,30,13888.23,1936.99,3,0,627.8,18752.2
321.195,305620.06,558595.75,12882.25,195553.05,15,34,37,34,13010.23,2022.08,1,0,629.8,18750.2
322.202,312895.63,539262.75,12305.63,196732.06,22,35,22,37,12913.59,2158.23,5,0,631.8,18748.2
323.209,326454.47,544524,12406.25,204320.81,20,38,32,50,13771.4,1924.98,4,1,633.7,18746.3
324.215,331230.5,549750.06,12584.36,198539.56,18,29,42,29,13732.16,1993.05,7,1,635.7,18744.3
325.222,337838.19,562791.63,12982.9,204981.58,19,29,28,44,13795.57,2094.16,5,3,637.7,18742.3
326.229,317377.47,563674.44,13058.37,201654.13,20,42,31,28,13680.77,1898.95,9,1,639.7,18740.3
327.236,316576.75,553665.31,12610.5,197837.45,16,46,28,35,13213.57,1917.97,5,0,641.6,18738.4
328.243,305633.63,557338.25,12710.13,195554.44,16,26,28,35,13008.2,1718.78,2,2,643.6,18736.4
329.25,299971.69,535251.38,12891.29,206902.36,17,66.01,38,30,13507.59,1729.79,5,0,645.6,18734.4
330.257,306992.88,528642,12588.36,196133.03,17,30,31,34,13384.73,1878.93,1,1,647.6,18732.4
331.263,324565.03,540412.5,12647.84,201150.63,22,37,52.01,32,13314.25,1829.88,3,1,649.5,18730.5
332.27,327206.16,559813.25,12923.52,207456.69,14,27,39,34,13604.25,1754.81,2,2,651.5,18728.5
333.277,326115.19,546537.75,12533.04,201303.72,18,35,24,27,13315.27,1678.74,12,1,653.5,18726.5
334.284,328770.75,577422.88,13299.95,205907.98,21,35,32,46,12736.44,1868.92,6,2,655.5,18724.5
335.291,321393.5,554485.25,12712.15,202611.75,15,35,37,41,13259.88,1739.8,1,0,657.4,18722.6
336.298,323568.69,551744.44,12918.46,199606.28,15,42,35,26,12860.26,1590.67,13,0,659.4,18720.6
337.305,321873.47,548349.25,12578.3,198480.2,22,40,19,46,12967.97,1661.73,9,1,661.4,18718.6
338.311,316371.47,549661.75,12737.32,201869.36,19,31,33,39,12870.36,1511.6,4,3,663.4,18716.6
339.318,296628,525786.5,12898.35,203439,26,34,28,35,13102.82,1655.73,6,0,665.3,18714.7
340.325,338018.59,555578,13135.89,202786.94,20,31,24,51,12680.09,1582.66,1,0,667.3,18712.7
341.332,295498.69,555538.75,12658.81,203185.67,16,38,34,41,12944.81,1550.63,1,1,669.3,18710.7
342.339,310682.31,563935.06,12961.74,202887.56,21,20,17,33,12890.44,1444.55,7,1,671.3,18708.7
343.346,315664.59,554413.56,12757.43,195847.42,13,31,15,22,12474.79,1520.61,5,1,673.2,18706.8
344.353,301405.69,538943.88,12838.96,195469.03,8,37,35,42,12512.98,1502.6,5,2,675.2,18704.8
345.359,315485.06,554311.13,12891.27,203302.59,33,34,36,41,13259.91,1447.55,2,2,677.2,18702.8
346.366,301806.53,548600,13050.31,204798.13,55.01,26,39,31,13132.02,1446.55,1,1,679.1,18700.9
347.373,331988.72,568190.13,12831.91,202750.36,17,26,19,39,12968.95,1369.5,2,0,681.1,18698.9
348.38,331152.88,575837.81,13217.44,206838.78,16,38,23,27,12885.38,1376.5,3,2,683.1,18696.9
349.387,321271.63,555358.13,13040.24,202312.53,21,36,30,28,13288.11,1369.49,6,2,685.1,18694.9
350.394,344335.06,567389.38,13226.44,199397.22,26,28,26,36,12475.75,1351.48,6,1,687.0,18693.0
351.4,328892.38,569947.44,13244.56,210500.89,15,43,35,39,12913.57,1363.49,2,3,689.0,18691.0
352.407,312188.59,548836.06,12779.57,209021.81,16,27,41,32,13394.8,1320.46,11,0,691.0,18689.0
353.414,342457.38,564985.44,13366.39,204014.53,18,36,31,38,12953.83,1330.47,3,0,693.0,18687.0
354.421,321386.38,559422.5,13312.03,204982.94,17,66.01,30,36,13016.25,1287.44,3,2,694.9,18685.1
355.428,316373.28,553826.69,12740.32,201559.08,18,33,31,33,13029.36,1335.47,1,2,696.9,18683.1
356.435,331178.44,557307.75,12977.83,195884.88,15,27,31,45,12571.43,1307.45,3,1,698.9,18681.1
357.442,330896.5,544706,12820.9,200569,13,25,21,30,12143.73,1335.47,4,0,700.9,18679.1
358.448,307319.53,539131.25,13140,204666.92,22,38,31,42,12895.49,1380.5,3,0,702.8,18677.2
359.455,338840.13,542505.94,12404.23,196383.05,24,41,26,41,12585.43,1354.48,1,2,704.8,18675.2
360.462,319680.81,559673.94,12519.93,204859.94,12,36,33,39,13010.21,1482.58,8,2,706.8,18673.2
361.469,338459.31,550281.69,12587.35,197837.95,22,44,43,39,12709.25,1415.53,7,1,708.8,18671.2
362.476,323346,551301.88,12985.91,204638.13,28,44,30,27,13475.34,1414.53,4,2,710.7,18669.3
363.483,337354.5,576011.63,13127.83,210579.14,11,30,30,35,12810.91,1435.54,6,0,712.7,18667.3
364.49,327923.75,553510.63,12808.75,202601.94,18,31,38,47,13009.23,1517.61,3,1,714.7,18665.3
365.496,344366,546036.25,12765.49,201797.44,20,30,20,34,13192.46,1568.65,8,1,716.7,18663.3
366.503,326993.19,558352.19,12664.85,202183.11,39,39,41,30,13161.21,1533.62,4,1,718.6,18661.4
367.51,337785.38,558471.13,12800.76,198411.36,12,34,25,40,12581.42,1482.58,4,0,720.6,18659.4
368.517,328105.69,552196.06,13035.2,202554.03,21,32,28,48,12809.93,1568.65,6,0,722.6,18657.4
369.524,330994.06,564513.5,12631.64,202332.88,12,31,34,38,12442.52,1536.62,9,4,724.6,18655.4
370.531,325483.13,555446.44,12725.22,203813.59,15,21,35,33,13035.39,1520.61,1,1,726.5,18653.5
371.538,334843.5,589091.38,13413.75,215153.69,22,45,32,47,13420.99,1586.66,7,1,728.5,18651.5
372.544,339254.56,565538.88,13231.51,208814.13,24,37,24,32,13532.82,1567.65,3,0,730.5,18649.5
373.551,335967.88,582903.94,13106.66,203425.78,23,29,22,35,12828.01,1489.58,5,1,732.5,18647.5
374.558,305077.66,532933.94,12416.29,197533.44,16,41,36,54,12779.69,1491.59,8,2,734.4,18645.6
375.565,310822.69,542531.75,12384.1,197697.25,16,26,27,30,12851.17,1498.6,9,1,736.4,18643.6
376.572,336502.47,581973.19,13759.03,217961.97,22,30,26,42,13420.98,1533.62,5,2,738.4,18641.6
377.579,336636.44,556645.56,12791.64,201173.25,25,44,33,33,13065.63,1446.55,3,0,740.4,18639.6
378.585,329513.97,547846.38,12701.07,197715.73,13,45,38,25,12873.33,1595.67,6,2,742.3,18637.7
379.592,349127.53,570627,13099.64,195913.19,16,45,23,37,12303.65,1427.54,5,1,744.3,18635.7
380.599,324258.44,550115.13,12747.4,200858.44,23,43,34,27,12756.54,1531.62,4,0,746.3,18633.7
381.606,368965.81,566775.13,13238.53,205495.38,23,29,25,34,13011.22,1679.75,6,0,748.2,18631.8
382.613,359758.81,573840.75,13164.04,204653.06,24,30,25,40,12372.09,1545.63,5,0,750.2,18629.8
383.62,354629.75,539511.88,12886.32,204205.33,19,40,35,42,12547.19,1467.57,1,1,752.2,18627.8
384.627,332458.72,555052.56,12912.45,204904.28,25,32,105.03,39,12341.89,1589.67,5,0,754.2,18625.8
385.633,342190.66,563101.63,12574.33,200247.95,24,40,33,34,12220.13,1466.57,3,0,756.1,18623.9
386.64,513907.03,573691.63,13469.14,206131.88,19,36,39,48,12224.16,1618.69,1,2,758.1,18621.9
387.647,323640.97,605391,12629.71,209945.14,56.01,31,34,45,12300.63,1573.65,5,1,760.1,18619.9
388.654,316006.31,566204.13,12611.57,200052.61,18,35,37,36,11849.86,1552.64,5,2,762.1,18617.9
389.661,321308,584027.88,13226.47,215736.13,23,40,38,34,12563.29,1526.62,8,0,764.0,18616.0
390.668,330246.38,596990.13,13570.75,218870.06,19,27,29,49,12572.4,1513.6,6,4,766.0,18614.0
391.675,443332.97,590404.56,13699.64,215974.63,26,29,33,45,12682.07,1558.64,4,1,768.0,18612.0
392.681,335363.16,598468.81,13774.18,216425.34,20,29,34,46,12972.96,1467.57,4,1,770.0,18610.0
393.688,331892.88,577356.25,13418.71,213864.64,18,31,34,46,12377.14,1454.56,8,3,771.9,18608.1
394.695,334090.31,579469.88,13096.62,206582.52,21,32,35,55,12430.48,1514.61,2,3,773.9,18606.1
395.702,330014.25,568414.13,13397.58,205898.5,22,31,30,37,11706.01,1322.46,5,2,775.9,18604.1
396.709,325259.13,554625.19,13188.2,207123.56,15,35,19,39,12040.06,1328.47,4,2,777.9,18602.1
397.716,325035.63,548737.81,12803.72,202213.91,20,27,27,47,12023.93,1258.42,10,0,779.8,18600.2
398.723,307684.5,540386.5,13273.78,208554,22,48,22,54,12457.62,1388.51,8,0,781.8,18598.2
399.729,331152.13,593805.63,13769.11,217676.61,16,33,23,49,12365.08,1376.5,1,0,783.8,18596.2
400.736,322434.47,549341.31,13548.59,211104.06,28,27,33,30,12127.56,1378.5,3,1,785.8,18594.2
401.743,360957.09,583032.13,13263.69,211249.78,17,33,41,53,11976.63,1315.46,2,2,787.7,18592.3
402.75,319852.69,570065.31,13303.96,207570.31,16,25,35,30,12668.01,1427.54,5,0,789.7,18590.3
403.757,317097.66,570392.38,13367.38,211283.19,20,39,49,42,12421.39,1446.55,8,1,791.7,18588.3
404.764,317978.25,559019.88,13243.58,211844.84,18,28,35,38,12491.86,1286.44,4,0,793.7,18586.3
405.77,327293.38,583337.25,13881.9,220292.06,15,42,35,35,12958.86,1406.52,4,0,795.6,18584.4
406.777,323414.81,594569,13666.39,217735.08,18,45,40,49,12828.02,1475.58,5,0,797.6,18582.4
407.784,332354.5,586166.44,13562.7,209897.8,23,34,31,43,12662.96,1492.59,7,0,799.6,18580.4
408.791,339771.44,604939.63,13900.05,216446.91,25,29,24,35,12370.12,1330.47,5,0,801.6,18578.4
409.798,326039.88,595965,13284.89,207206.78,9,32,44,34,12499.88,1287.44,8,0,803.5,18576.5
410.805,302265.63,583386.56,13781.16,212520.91,22,30,23,33,12672.01,1320.46,5,1,805.5,18574.5
411.812,331255.91,561581.63,13220.43,203830.84,19,33,22,45,12714.26,1365.49,1,2,807.5,18572.5
412.818,335110.13,559270.25,13184.17,203914.22,37,53,56,58.01,12929.68,1411.53,3,1,809.4,18570.6
413.825,334636.84,571635.38,13476.14,206324.8,14,37,36,41,12946.8,1466.57,1,4,811.4,18568.6
414.832,351722.66,581181.31,13615.05,214850.91,20,53,28,39,13223.66,1363.49,3,0,813.4,18566.6
415.839,365975.41,564505.88,12970.8,205707.94,25,36,20,33,12537.15,1369.5,4,1,815.4,18564.6
416.846,323285.19,568800.25,13085.53,205391.17,21,33,36,37,12886.4,1385.51,3,2,817.3,18562.7
417.853,319743.69,578826.19,13343.24,213860.5,26,34,34,38,12925.65,1289.44,5,2,819.3,18560.7
418.86,331108.06,566891.69,13459.02,213232.2,23,44,41,44,12958.86,1456.56,3,0,821.3,18558.7
419.866,357892.5,574730.13,13262.7,216740.97,20,33,45,32,13393.78,1396.52,7,0,823.3,18556.7
420.873,352722.13,619319.06,13193.23,209576.91,25,36,26,33,12388.2,1367.49,1,2,825.2,18554.8
421.88,320211.13,579722.25,12985.97,201191.31,23,23,28,51,12622.67,1397.52,7,1,827.2,18552.8
422.887,341382.56,566306.25,12918.45,201135.94,27,27,29,36,12696.16,1396.51,3,1,829.2,18550.8
423.894,335167.75,594179.63,12607.49,196887.78,27,46,32,21,12215.12,1429.54,9,2,831.2,18548.8
424.901,365432.75,583086.63,13448.92,205399.69,13,29,22,34,12860.24,1492.59,1,3,833.1,18546.9
425.907,345693.53,541142.13,12341.83,197978.88,15,34,51.01,36,12244.29,1411.53,2,0,835.1,18544.9
426.914,335491.81,540880,12726.26,198254.67,25,30,28,32,11787.5,1434.54,7,0,837.1,18542.9
427.921,344561.75,554167.38,12939.62,197888.3,29,35,38,51,11901.19,1475.58,4,1,839.1,18540.9
428.928,345033.28,554044.38,13289.88,209032.13,19,38,27,42,12679.05,1385.51,8,1,841.0,18539.0
429.935,321796,565870.13,13038.25,203756.88,18,31,37,47,12192.96,1466.57,8,2,843.0,18537.0
430.942,355230.06,589606.75,13091.6,204500.03,20,33,25,40,11979.71,1313.46,8,0,845.0,18535.0
431.949,330054.78,578397.88,13189.25,211120.84,19,36,26,40,12655.9,1495.59,5,1,847.0,18533.0
432.955,332670.06,561064.44,12333.85,203895.72,16,25,22,39,12043.03,1377.5,8,2,848.9,18531.1
433.962,414536.75,573828.13,12907.42,203424.16,17,35,34,36,12477.75,1397.52,6,0,850.9,18529.1
434.969,331857.56,570715,13323.08,209012.89,25,21,32,39,12528.12,1455.56,4,1,852.9,18527.1
435.976,346002.94,601696.81,13043.29,209650.69,19,29,19,34,12356,1374.5,9,0,854.9,18525.1
436.983,349269.53,590754.25,13617.07,206022.81,18,28,22,42,11896.16,1268.42,5,1,856.8,18523.2
437.99,314009.94,569080.81,13667.4,209060.09,23,21,27,38,12348.93,1278.43,0,0,858.8,18521.2
438.997,312732.06,552184.25,12804.73,200636.89,10,48,82.01,35,11782.46,1306.45,6,5,860.8,18519.2
440.003,330030.97,598840.13,13601.97,210963.13,19,33,23,33,12441.54,1262.42,5,0,862.8,18517.2
441.01,325487.81,567052.13,13121.81,210217.94,20,46,56,53,12025.93,1275.43,3,2,864.7,18515.3
442.017,341082.56,566732,13085.55,204790.92,21,33,38,44,12311.74,1332.47,5,0,866.7,18513.3
443.024,348689.44,557888,12661.83,199740.06,11,21,29,42,11852.88,1322.46,7,0,868.7,18511.3
444.031,337523.31,548416.69,12548.13,199936.08,21,40,42,45,11699.97,1318.46,6,3,870.6,18509.4
445.038,331138.44,566224.25,12996.96,203886.56,24,31,47,39,12009.85,1349.48,12,0,872.6,18507.4
446.045,323994.25,554100,13099.62,207385.27,12,36,26,41,11768.36,1267.42,12,1,874.6,18505.4
447.051,332995,574892.88,12855.04,208697.94,16,30,46,36,11498.76,1191.38,2,1,876.6,18503.4
448.058,351159.22,545756.31,12920.48,213084.38,24,31,51,44,12471.71,1378.5,6,0,878.5,18501.5
449.065,323670.5,587687.38,13297.92,212089.83,15,35,40,58,12193.96,1217.4,10,0,880.5,18499.5
450.072,344393.56,598087.44,13796.27,217161.03,22,49,43,47,12613.64,1336.47,3,0,882.5,18497.5
451.079,339094.34,597088.5,13804.32,217664.63,25,33,35,40,12513.99,1255.42,9,2,884.5,18495.5
452.086,354565,602031.19,13841.6,217497.72,29,34,21,39,12410.34,1228.4,4,2,886.4,18493.6
453.092,329597.63,575394.38,13040.24,206857.58,20,29,41,36,11572.2,1171.36,3,2,888.4,18491.6
454.099,397290.06,575994.19,13652.29,214333.2,24,42,77.01,45,12487.82,1292.44,6,0,890.4,18489.6
455.106,346260.13,615502.63,13841.59,212747.09,21,26,39,52,12538.13,1221.39,8,2,892.4,18487.6
456.113,347148.56,584246.06,14040.95,215010.5,31,36,40,35,11426.34,1135.34,10,0,894.3,18485.7
457.12,330687.66,569312.44,13395.61,206100.5,22,39,45,56,11415.31,1149.35,7,1,896.3,18483.7
458.127,297860.47,557350.69,13278.79,202331.91,19,44,39,53,11644.65,1173.36,15,1,898.3,18481.7
459.134,329207.34,565500.44,13176.12,210027.94,15,49,45,75.01,11889.11,1289.44,21,4,900.3,18479.7
460.14,342379.63,601575.38,13731.88,213274.69,26,21,60,61,12186.92,1243.41,5,0,902.2,18477.8
461.147,331326.44,584216.69,13581.88,212785.94,32,32,69.01,66.01,12387.19,1321.46,27,1,904.2,18475.8
462.154,363320.19,592564.31,13394.62,214228.19,23,34,53,54,12172.85,1328.47,52,0,906.2,18473.8
463.161,327987.84,595628.31,13609.01,218407.66,23,36,104.02,102.01,11904.18,1382.5,78.01,0,908.2,18471.8
464.168,320400.72,570190.69,13199.28,214791.95,38,63.01,129.03,80.01,12723.33,1321.46,87.01,2,910.1,18469.9
465.175,344350.69,582406.25,13622.08,218549.75,9,36,56,69.01,12008.82,1261.42,59,2,912.1,18467.9
466.182,347213.88,590826.25,13495.24,204657.59,36,33,129.02,83.01,11568.18,1227.4,84.01,0,914.1,18465.9
467.188,326356.28,545516.13,13009.06,205488.23,18,34,228.08,92.01,12429.45,1352.48,101.01,0,916.1,18463.9
468.195,341890.81,576419.5,13351.27,203862.47,16,39,199.05,247.15,11994.77,1268.43,129.02,0,918.0,18462.0
469.202,362305.09,606061.81,13963.44,217940.09,10,29,191.05,89.01,12147.68,1173.36,84.01,2,920.0,18460.0
470.208,343246.88,568318.13,13663.39,214883.42,16,34,249.08,95.01,12792.78,1215.39,78.01,0,922.0,18458.0
471.216,325720.81,569640.88,13005.04,203683.5,19,50,128.02,75.01,11980.65,1191.38,98.01,0,924.0,18456.0
472.223,347801.06,575374.19,12780.58,207671.53,19,29,207.05,64.01,11849.89,1266.42,75.01,0,925.9,18454.1
473.23,319548.53,545883.25,12797.71,205633.56,19,41,137.02,71.01,12175.89,1200.38,49,0,927.9,18452.1
474.236,320824.03,561363.38,12879.2,208359.13,20,43,98.01,79.01,12362.04,1331.47,52,1,929.9,18450.1
475.243,340656.66,571519.63,13034.2,207735.91,18,31,103.01,70.01,12352.97,1166.36,36,1,931.8,18448.2
476.25,343493.63,573079.63,13099.63,207244.64,33,28,126.02,55,12217.16,1185.37,23,2,933.8,18446.2
477.257,325340.5,557929.25,13211.43,202455.98,27,42,141.03,70.01,12279.49,1177.37,55,1,935.8,18444.2
478.264,339065.84,576223.94,13194.25,214298.41,13,30,150.03,65.01,12582.42,1224.4,43,0,937.8,18442.2
479.271,342667,596312.25,13560.72,216806.25,26,37,261.16,65.01,12817.94,1256.42,28,0,939.7,18440.3
480.277,336888.66,594131.44,13645.25,205903.36,16,34,51,61,12171.84,1207.39,45,0,941.7,18438.3
481.284,334876.41,578719.75,13319.06,210474.45,25,35,46,45,12343.91,1236.4,31,2,943.7,18436.3
482.291,343246.88,568909.63,13574.76,209554.28,15,32,94.01,54,12370.06,1278.43,24,2,945.7,18434.3
483.298,331820.19,596265.63,12859.2,201480.34,32,38,64.01,42,11910.25,1234.4,20,1,947.6,18432.4
484.305,359730.41,583131.31,13452.95,214921.88,19,45,49,37,11775.42,1273.43,9,2,949.6,18430.4
485.312,337784.41,565178.44,13286.85,210586.09,21,28,39,53,12219.11,1431.54,14,1,951.6,18428.4
486.319,344556.25,602837,13426.77,213293.66,20,34,38,54,11797.54,1303.45,6,1,953.6,18426.4
487.325,332908.94,583367.88,13541.58,215719.25,29,36,35,56,12212.12,1449.55,8,2,955.5,18424.5
488.332,324099.78,583525.44,13335.16,216108.52,29,33,52,47,11630.54,1480.58,4,2,957.5,18422.5
489.339,334868.31,582861.38,13915.08,216940.28,33,30,33,48,12232.25,1464.57,8,1,959.5,18420.5
490.346,331971.63,591304.69,13669.42,215988.89,21,40,35,43,11773.44,1483.58,2,0,961.5,18418.5
491.353,328566.72,574160.94,13772.13,213073.5,24,32,35,46,11768.38,1510.6,4,1,963.4,18416.6
492.36,333542.16,582101.94,13890.96,220888.34,15,41,36,56,12196,1557.64,3,1,965.4,18414.6
493.367,324064.88,580780.5,13139.88,207973.27,30,43,36,49,12102.4,1588.67,3,3,967.4,18412.6
494.373,326258.16,581657.88,13868.76,223957.06,13,22,31,45,12967.98,1691.76,5,1,969.4,18410.6
495.38,340293.03,616836.75,14694.61,230798.45,18,37,24,44,13465.27,1531.62,7,4,971.3,18408.7
496.387,321854.38,587727.63,13648.28,210256.05,22,49,56,45,12614.62,1669.74,6,1,973.3,18406.7
497.394,327101.25,594566.69,14220.23,213405.33,13,29,33,39,12688.2,1672.74,6,0,975.3,18404.7
498.401,333201.03,658570.63,14672.5,222926.05,17,38,27,54,13368.62,1799.86,4,0,977.3,18402.7
